KDSA	LONG	LAT
111/113	13.6667	46.6667
111/115	13.8333	46.6667
111/117	14.0000	46.6667
111/119	14.1667	46.6667
111/121	14.3333	46.6667
111/123	14.5000	46.6667
111/125	14.6667	46.6667
112/037	 7.3333	46.5833
112/039	 7.5000	46.5833
112/041	 7.6667	46.5833
112/043	 7.8333	46.5833
112/047	 8.1667	46.5833
112/059	 9.1667	46.5833
112/061	 9.3333	46.5833
112/063	 9.5000	46.5833
112/075	10.5000	46.5833
112/081	11.0000	46.5833
112/083	11.1667	46.5833
112/085	11.3333	46.5833
112/111	13.5000	46.5833
112/115	13.8333	46.5833
112/117	14.0000	46.5833
112/119	14.1667	46.5833
113/035	 7.1667	46.5000
113/037	 7.3333	46.5000
113/039	 7.5000	46.5000
113/047	 8.1667	46.5000
113/079	10.8333	46.5000
113/081	11.0000	46.5000
113/083	11.1667	46.5000
113/085	11.3333	46.5000
113/087	11.5000	46.5000
113/121	14.3333	46.5000
113/123	14.5000	46.5000
114/035	 7.1667	46.4167
114/045	 8.0000	46.4167
114/083	11.1667	46.4167
114/085	11.3333	46.4167
115/041	 7.6667	46.3333
115/043	 7.8333	46.3333
115/045	 8.0000	46.3333
115/083	11.1667	46.3333
115/085	11.3333	46.3333
116/043	 7.8333	46.2500
116/045	 8.0000	46.2500
116/083	11.1667	46.2500
117/043	 7.8333	46.1667
117/045	 8.0000	46.1667
118/041	 7.6667	46.0833
119/083	11.1667	46.0000
120/085	11.3333	45.9167
121/127	14.8333	45.8333
122/127	14.8333	45.7500
122/129	15.0000	45.7500
123/081	11.0000	45.6667
123/123	14.5000	45.6667
123/125	14.6667	45.6667
123/127	14.8333	45.6667
123/129	15.0000	45.6667
124/125	14.6667	45.5833
124/127	14.8333	45.5833
124/129	15.0000	45.5833
