locations	strings	alignments	cognateID
48/31	ow	o w	1
48/33	ow	o w	1
48/35	oab	oa b	1
48/37	aob	ao b	1
48/39	aob	ao b	1
48/41	aun	au n	1
48/45	uow	uo w	1
48/47	om	o m	1
48/49	ob	o b	1
48/51	oam	oa m	1
48/53	ohm	oh m	1
48/55	ohm	oh m	1
48/57	om	o m	1
48/59	om	o m	1
48/61	ab	a b	1
48/63	ab	a b	1
48/65	NA		NA
48/67	ab	a b	1
48/69	ab	a b	1
48/71	ohm	oh m	1
48/73	ab	a b	1
48/75	ab	a b	1
48/77	ab	a b	1
48/79	ab	a b	1
48/81	ab	a b	1
48/83	ab	a b	1
48/85	ab	a b	1
48/87	oam	oa m	1
48/89	oab	oa b	1
48/91	om	o m	1
48/93	ah	ah	1
48/95	ab	a b	1
48/99	oam	oa m	1
48/101	oab	oa b	1
48/103	NA		NA
48/105	ohn	oh n	1
48/107	am	a m	1
48/109	oan	oa n	1
48/111	NA		NA
48/113	ab	a b	1
48/115	ab	a b	1
48/119	oab	oa b	1
48/123	uab	ua b	1
48/125	oam	oa m	1
48/127	ob	o b	1
48/129	ob	o b	1
48/131	aub	au b	1
48/133	aub	au b	1
48/135	aub	au b	1
48/137	aub	au b	1
48/139	ob	o b	1
48/141	oab	oa b	1
48/143	oab	oa b	1
48/145	oub	ou b	1
48/147	ob	o b	1
48/153	ob	o b	1
48/157	oub	ou b	1
48/159	ob	o b	1
49/19	oav	oa v	1
49/21	ov	o v	1
49/23	ov	o v	1
49/25	ow	o w	1
49/27	aow	ao w	1
49/29	ow	o w	1
49/31	ow	o w	1
49/33	aow	ao w	1
49/35	aob	ao b	1
49/37	oob	oo b	1
49/39	ohm	oh m	1
49/41	ob	o b	1
49/43	oab	oa b	1
49/45	aom	ao m	1
49/47	om	o m	1
49/49	om	o m	1
49/51	ow	o w	1
49/53	ow	o w	1
49/55	ohm	oh m	1
49/57	ouw	ou w	1
49/59	eouw	eou w	1
49/61	ab	a b	1
49/63	ahm	ah m	1
49/65	ab	a b	1
49/67	am	a m	1
49/69	am	a m	1
49/71	oab	oa b	1
49/73	ohm	oh m	1
49/77	ab	a b	1
49/79	ab	a b	1
49/81	ahm	ah m	1
49/83	oab	oa b	1
49/85	ab	a b	1
49/87	ab	a b	1
49/89	oab	oa b	1
49/91	am	a m	1
49/93	oab	oa b	1
49/95	ab	a b	1
49/97	oab	oa b	1
49/99	oab	oa b	1
49/101	ob	o b	1
49/103	aw	a w	1
49/105	ab	a b	1
49/107	oam	oa m	1
49/109	oam	oa m	1
49/111	uab	ua b	1
49/113	ob	o b	1
49/115	ob	o b	1
49/117	oab	oa b	1
49/119	ob	o b	1
49/121	ob	o b	1
49/123	ob	o b	1
49/125	uob	uo b	1
49/127	oab	oa b	1
49/129	ob	o b	1
49/131	ob	o b	1
49/133	ob	o b	1
49/135	aub	au b	1
49/137	aub	au b	1
49/139	aob	ao b	1
49/141	oab	oa b	1
49/143	oab	oa b	1
49/145	oaub	oau b	1
49/147	aub	au b	1
49/151	ob	o b	1
50/21	ow	o w	1
50/23	om	o m	1
50/25	ow	o w	1
50/27	ow	o w	1
50/29	ow	o w	1
50/31	NA		NA
50/33	aob	ao b	1
50/35	ob	o b	1
50/37	aob	ao b	1
50/39	ob	o b	1
50/41	ohm	oh m	1
50/43	oab	oa b	1
50/47	aow	ao w	1
50/49	ow	o w	1
50/51	oav	oa v	1
50/53	ow	o w	1
50/55	ow	o w	1
50/57	uaw	ua w	1
50/59	ow	o w	1
50/61	oab	oa b	1
50/63	am	a m	1
50/65	NA		NA
50/67	ahm	ah m	1
50/69	oaw	oa w	1
50/71	aw	a w	1
50/73	ab	a b	1
50/75	ohm	oh m	1
50/77	ab	a b	1
50/79	ob	o b	1
50/81	ab	a b	1
50/83	ab	a b	1
50/85	NA		NA
50/87	ab	a b	1
50/89	oam	oa m	1
50/91	ab	a b	1
50/93	oab	oa b	1
50/95	oab	oa b	1
50/97	ob	o b	1
50/99	am	a m	1
50/101	aob	ao b	1
50/103	ab	a b	1
50/105	ob	o b	1
50/107	oab	oa b	1
50/109	oab	oa b	1
50/111	ab	a b	1
50/113	NA		NA
50/115	oab	oa b	1
50/117	oab	oa b	1
50/119	ob	o b	1
50/121	ob	o b	1
50/125	ab	a b	1
50/127	ob	o b	1
50/129	ob	o b	1
50/131	ob	o b	1
50/133	aub	au b	1
50/135	aub	au b	1
50/137	aub	au b	1
50/139	ob	o b	1
50/141	ob	o b	1
50/143	oab	oa b	1
50/145	aub	au b	1
50/147	ohb	oh b	1
50/149	ab	a b	1
50/151	ob	o b	1
50/155	oab	oa b	1
50/157	ab	a b	1
50/159	ob	o b	1
50/161	ob	o b	1
51/23	aaow	aao w	1
51/25	ov	o v	1
51/27	ow	o w	1
51/29	ow	o w	1
51/31	aom	ao m	1
51/33	aom	ao m	1
51/35	aow	ao w	1
51/37	oub	ou b	1
51/39	aob	ao b	1
51/41	ow	o w	1
51/43	ow	o w	1
51/45	oaw	oa w	1
51/47	oaw	oa w	1
51/49	au	au	1
51/51	ow	o w	1
51/53	ow	o w	1
51/55	ohw	oh w	1
51/57	ow	o w	1
51/59	NA		NA
51/61	ab	a b	1
51/63	ohm	oh m	1
51/65	ohm	oh m	1
51/67	ohm	oh m	1
51/69	oom	oo m	1
51/71	uam	ua m	1
51/73	am	a m	1
51/75	ob	o b	1
51/77	ab	a b	1
51/79	ow	o w	1
51/81	obb	o bb	1
51/83	ob	o b	1
51/85	am	a m	1
51/87	ab	a b	1
51/89	am	a m	1
51/91	ab	a b	1
51/93	ab	a b	1
51/95	ab	a b	1
51/97	om	o m	1
51/99	ahm	ah m	1
51/101	om	o m	1
51/103	oom	oo m	1
51/105	oab	oa b	1
51/107	ahm	ah m	1
51/109	oab	oa b	1
51/111	ohb	oh b	1
51/113	ob	o b	1
51/115	ob	o b	1
51/117	hab	h a b	1
51/119	ab	a b	1
51/121	ob	o b	1
51/123	ob	o b	1
51/125	ob	o b	1
51/127	ob	o b	1
51/129	ob	o b	1
51/131	ob	o b	1
51/133	ob	o b	1
51/135	aub	au b	1
51/137	oab	oa b	1
51/139	ob	o b	1
51/141	ob	o b	1
51/143	oab	oa b	1
51/145	ob	o b	1
51/147	aub	au b	1
51/149	uoab	uoa b	1
51/151	ob	o b	1
51/153	NA		NA
51/155	oob	oo b	1
51/157	aub	au b	1
52/23	ov	o v	1
52/25	auw	au w	1
52/27	ov	o v	1
52/29	ov	o v	1
52/31	ow	o w	1
52/33	om	o m	1
52/35	om	o m	1
52/37	ouw	ou w	1
52/39	ow	o w	1
52/41	ow	o w	1
52/43	NA		NA
52/45	ob	o b	1
52/47	oaw	oa w	1
52/49	oaw	oa w	1
52/51	ow	o w	1
52/53	ow	o w	1
52/57	aw	a w	1
52/59	aw	a w	1
52/61	ab	a b	1
52/63	ab	a b	1
52/65	om	o m	1
52/67	ab	a b	1
52/69	oom	oo m	1
52/71	am	a m	1
52/73	ohm	oh m	1
52/75	ow	o w	1
52/77	ob	o b	1
52/79	ow	o w	1
52/81	ob	o b	1
52/83	ob	o b	1
52/85	obb	o bb	1
52/87	ahw	ah w	1
52/89	am	a m	1
52/91	ab	a b	1
52/93	oab	oa b	1
52/95	ahm	ah m	1
52/97	ab	a b	1
52/99	ab	a b	1
52/101	am	a m	1
52/103	ab	a b	1
52/105	ab	a b	1
52/107	ob	o b	1
52/109	ab	a b	1
52/111	oab	oa b	1
52/113	ab	a b	1
52/115	ohb	oh b	1
52/117	ab	a b	1
52/121	aob	ao b	1
52/123	hab	h a b	1
52/125	oab	oa b	1
52/127	NA		NA
52/129	ob	o b	1
52/131	ob	o b	1
52/133	ob	o b	1
52/135	ob	o b	1
52/137	aub	au b	1
52/139	oab	oa b	1
52/141	aub	au b	1
52/143	uab	ua b	1
52/145	oab	oa b	1
52/147	oab	oa b	1
52/149	ob	o b	1
52/151	oab	oa b	1
52/153	oab	oa b	1
52/155	uab	ua b	1
52/157	oab	oa b	1
52/159	oab	oa b	1
53/23	ow	o w	1
53/25	ov	o v	1
53/27	ow	o w	1
53/29	ow	o w	1
53/31	ob	o b	1
53/33	ow	o w	1
53/35	ow	o w	1
53/37	ohm	oh m	1
53/39	uoab	uoa b	1
53/41	NA		NA
53/43	aaw	aa w	1
53/45	ouw	ou w	1
53/47	uoaw	uoa w	1
53/49	ow	o w	1
53/51	ob	o b	1
53/53	ov	o v	1
53/55	ow	o w	1
53/57	ow	o w	1
53/59	aw	a w	1
53/61	ab	a b	1
53/63	ab	a b	1
53/65	ohm	oh m	1
53/67	om	o m	1
53/69	om	o m	1
53/71	aab	aa b	1
53/73	aam	aa m	1
53/75	ow	o w	1
53/77	ow	o w	1
53/79	ob	o b	1
53/81	obb	o bb	1
53/83	oww	o ww	1
53/85	ab	a b	1
53/87	aw	a w	1
53/89	am	a m	1
53/91	ab	a b	1
53/93	am	a m	1
53/95	ab	a b	1
53/97	ab	a b	1
53/99	ahm	ah m	1
53/101	oab	oa b	1
53/103	ab	a b	1
53/105	NA		NA
53/107	ab	a b	1
53/109	uab	ua b	1
53/111	uam	ua m	1
53/113	NA		NA
53/115	oab	oa b	1
53/121	oab	oa b	1
53/123	ob	o b	1
53/125	ob	o b	1
53/127	ob	o b	1
53/129	oob	oo b	1
53/131	ob	o b	1
53/133	ob	o b	1
53/135	oab	oa b	1
53/137	ob	o b	1
53/139	ob	o b	1
53/141	ob	o b	1
53/143	oab	oa b	1
53/145	ohb	oh b	1
53/147	oab	oa b	1
53/149	oab	oa b	1
53/151	ob	o b	1
53/153	oab	oa b	1
53/155	ohb	oh b	1
53/157	NA		NA
54/23	oav	oa v	1
54/25	ov	o v	1
54/27	ovv	o vv	1
54/29	ow	o w	1
54/31	ow	o w	1
54/33	ow	o w	1
54/35	ob	o b	1
54/37	oaw	oa w	1
54/39	oaw	oa w	1
54/41	av	a v	1
54/43	ow	o w	1
54/45	ow	o w	1
54/47	oaw	oa w	1
54/49	ab	a b	1
54/51	ow	o w	1
54/53	ow	o w	1
54/55	oaw	oa w	1
54/57	ow	o w	1
54/59	ab	a b	1
54/61	ob	o b	1
54/63	ow	o w	1
54/65	ab	a b	1
54/67	ow	o w	1
54/69	ob	o b	1
54/71	obb	o bb	1
54/73	obb	o bb	1
54/75	ow	o w	1
54/77	oww	o ww	1
54/79	obb	o bb	1
54/81	obb	o bb	1
54/83	obb	o bb	1
54/85	ob	o b	1
54/87	ab	a b	1
54/89	aam	aa m	1
54/91	am	a m	1
54/93	am	a m	1
54/95	am	a m	1
54/97	NA		NA
54/99	am	a m	1
54/101	ahm	ah m	1
54/103	NA		NA
54/105	ohm	oh m	1
54/107	aam	aa m	1
54/109	NA		NA
54/111	uam	ua m	1
54/113	uab	ua b	1
54/115	oon	oo n	1
54/117	aom	ao m	1
54/119	ob	o b	1
54/121	ab	a b	1
54/123	ob	o b	1
54/125	ob	o b	1
54/127	ob	o b	1
54/131	ob	o b	1
54/133	ob	o b	1
54/135	ob	o b	1
54/137	aub	au b	1
54/139	ob	o b	1
54/141	uob	uo b	1
54/143	oob	oo b	1
54/145	ob	o b	1
54/147	ob	o b	1
54/149	aub	au b	1
54/151	ob	o b	1
54/153	aub	au b	1
54/155	NA		NA
54/157	aub	au b	1
54/159	ob	o b	1
54/161	ob	o b	1
54/163	ab	a b	1
55/23	oav	oa v	1
55/25	av	a v	1
55/27	of	o f	1
55/29	of	o f	1
55/31	ohm	oh m	1
55/33	ow	o w	1
55/35	aw	a w	1
55/37	oaw	oa w	1
55/39	oaw	oa w	1
55/41	ow	o w	1
55/43	ow	o w	1
55/45	ow	o w	1
55/47	ow	o w	1
55/49	ow	o w	1
55/51	ob	o b	1
55/53	NA		NA
55/55	ob	o b	1
55/57	ob	o b	1
55/59	ob	o b	1
55/61	ow	o w	1
55/63	ob	o b	1
55/65	ow	o w	1
55/67	ow	o w	1
55/69	ow	o w	1
55/71	ob	o b	1
55/73	obb	o bb	1
55/75	obb	o bb	1
55/77	oww	o ww	1
55/79	obb	o bb	1
55/81	ob	o b	1
55/83	oww	o ww	1
55/85	ab	a b	1
55/87	am	a m	1
55/89	ab	a b	1
55/91	ahm	ah m	1
55/93	ab	a b	1
55/95	am	a m	1
55/97	ahm	ah m	1
55/99	am	a m	1
55/101	am	a m	1
55/103	oab	oa b	1
55/105	NA		NA
55/107	uab	ua b	1
55/109	ahm	ah m	1
55/111	ob	o b	1
55/113	ohm	oh m	1
55/115	ab	a b	1
55/117	ob	o b	1
55/119	ob	o b	1
55/123	ob	o b	1
55/125	ob	o b	1
55/127	ob	o b	1
55/131	ob	o b	1
55/133	ob	o b	1
55/135	NA		NA
55/137	ob	o b	1
55/139	ob	o b	1
55/141	aub	au b	1
55/143	aub	au b	1
55/145	oab	oa b	1
55/147	ob	o b	1
55/149	oab	oa b	1
55/151	aub	au b	1
55/153	oob	oo b	1
55/155	aub	au b	1
55/157	oub	ou b	1
55/159	ob	o b	1
55/161	ob	o b	1
56/21	av	a v	1
56/23	av	a v	1
56/25	ov	o v	1
56/27	ov	o v	1
56/29	oow	oo w	1
56/31	of	o f	1
56/33	ow	o w	1
56/35	ow	o w	1
56/37	oaw	oa w	1
56/39	ow	o w	1
56/41	NA		NA
56/43	ow	o w	1
56/45	ow	o w	1
56/47	ow	o w	1
56/49	ow	o w	1
56/51	ow	o w	1
56/53	ow	o w	1
56/55	oaw	oa w	1
56/57	ow	o w	1
56/59	ab	a b	1
56/61	ob	o b	1
56/63	ow	o w	1
56/65	ow	o w	1
56/67	ow	o w	1
56/69	ow	o w	1
56/71	ob	o b	1
56/73	ob	o b	1
56/75	om	o m	1
56/77	om	o m	1
56/79	om	o m	1
56/81	obb	o bb	1
56/83	om	o m	1
56/85	am	a m	1
56/87	om	o m	1
56/89	om	o m	1
56/91	ahm	ah m	1
56/93	ohm	oh m	1
56/95	am	a m	1
56/97	am	a m	1
56/99	am	a m	1
56/101	uam	ua m	1
56/103	am	a m	1
56/105	NA		NA
56/107	uam	ua m	1
56/109	uam	ua m	1
56/111	NA		NA
56/113	ohm	oh m	1
56/115	ob	o b	1
56/117	ob	o b	1
56/121	ob	o b	1
56/123	oab	oa b	1
56/125	oob	oo b	1
56/127	ob	o b	1
56/129	oob	oo b	1
56/131	ob	o b	1
56/133	ob	o b	1
56/135	ob	o b	1
56/137	ob	o b	1
56/139	ob	o b	1
56/141	ob	o b	1
56/143	aub	au b	1
56/145	aub	au b	1
56/147	aub	au b	1
56/149	aub	au b	1
56/151	aub	au b	1
56/153	ouab	oua b	1
56/155	aub	au b	1
56/157	aub	au b	1
56/159	ob	o b	1
56/161	ob	o b	1
57/21	of	o f	1
57/23	ov	o v	1
57/25	ov	o v	1
57/27	ov	o v	1
57/29	of	o f	1
57/31	ohm	oh m	1
57/33	ow	o w	1
57/35	ooaw	ooa w	1
57/37	ohw	oh w	1
57/39	ow	o w	1
57/41	ow	o w	1
57/43	ow	o w	1
57/45	ob	o b	1
57/47	ow	o w	1
57/49	ow	o w	1
57/51	ow	o w	1
57/53	oaw	oa w	1
57/55	ow	o w	1
57/57	ow	o w	1
57/59	ow	o w	1
57/61	ow	o w	1
57/63	ow	o w	1
57/65	ow	o w	1
57/67	oow	oo w	1
57/69	ob	o b	1
57/71	op	o p	1
57/73	ob	o b	1
57/75	ob	o b	1
57/77	ohm	oh m	1
57/79	om	o m	1
57/81	om	o m	1
57/83	obb	o bb	1
57/85	ahm	ah m	1
57/87	ab	a b	1
57/89	am	a m	1
57/91	om	o m	1
57/93	ahm	ah m	1
57/95	nacht	n a ch t	1
57/97	ohm	oh m	1
57/99	NA		NA
57/101	ab	a b	1
57/103	ob	o b	1
57/105	om	o m	1
57/107	om	o m	1
57/109	ab	a b	1
57/111	oab	oa b	1
57/113	am	a m	1
57/115	aam	aa m	1
57/117	ob	o b	1
57/119	ab	a b	1
57/121	ob	o b	1
57/123	NA		NA
57/125	ob	o b	1
57/127	NA		NA
57/129	NA		NA
57/131	ob	o b	1
57/133	NA		NA
57/135	ob	o b	1
57/137	NA		NA
57/139	NA		NA
57/141	ob	o b	1
57/143	ob	o b	1
57/145	NA		NA
57/147	aub	au b	1
57/149	aub	au b	1
57/151	aub	au b	1
57/153	aub	au b	1
57/155	aub	au b	1
57/157	aub	au b	1
57/159	ob	o b	1
57/161	ob	o b	1
58/19	ov	o v	1
58/21	av	a v	1
58/23	ov	o v	1
58/25	ov	o v	1
58/27	om	o m	1
58/29	ov	o v	1
58/31	ov	o v	1
58/33	ov	o v	1
58/35	ov	o v	1
58/37	ohv	oh v	1
58/39	ow	o w	1
58/41	ow	o w	1
58/43	ab	a b	1
58/45	ow	o w	1
58/47	ow	o w	1
58/49	ow	o w	1
58/51	oaw	oa w	1
58/53	ow	o w	1
58/55	ow	o w	1
58/57	ohw	oh w	1
58/59	ow	o w	1
58/61	ob	o b	1
58/63	ow	o w	1
58/65	ow	o w	1
58/67	ow	o w	1
58/69	ohw	oh w	1
58/71	ob	o b	1
58/73	ob	o b	1
58/75	ob	o b	1
58/77	ab	a b	1
58/79	om	o m	1
58/81	om	o m	1
58/83	ab	a b	1
58/85	am	a m	1
58/87	NA		NA
58/89	NA		NA
58/91	NA		NA
58/93	ohm	oh m	1
58/95	ob	o b	1
58/97	om	o m	1
58/99	ab	a b	1
58/101	NA		NA
58/103	uam	ua m	1
58/105	ub	u b	1
58/107	ab	a b	1
58/109	am	a m	1
58/111	om	o m	1
58/113	am	a m	1
58/115	ab	a b	1
58/117	NA		NA
58/119	NA		NA
58/121	NA		NA
58/123	ab	a b	1
58/125	ab	a b	1
58/127	ab	a b	1
58/129	om	o m	1
58/131	ab	a b	1
58/133	ab	a b	1
58/135	NA		NA
58/137	ob	o b	1
58/139	ob	o b	1
58/141	ob	o b	1
58/143	ob	o b	1
58/145	ob	o b	1
58/147	aub	au b	1
58/149	aub	au b	1
58/151	aub	au b	1
58/153	ob	o b	1
58/155	ob	o b	1
58/157	ab	a b	1
58/159	ob	o b	1
59/19	ow	o w	1
59/21	of	o f	1
59/23	ov	o v	1
59/25	of	o f	1
59/27	of	o f	1
59/29	ov	o v	1
59/31	ov	o v	1
59/33	ohw	oh w	1
59/35	ov	o v	1
59/37	ov	o v	1
59/39	ov	o v	1
59/41	oob	oo b	1
59/43	ow	o w	1
59/45	ow	o w	1
59/47	ow	o w	1
59/49	ow	o w	1
59/51	ow	o w	1
59/53	ow	o w	1
59/55	ow	o w	1
59/57	ow	o w	1
59/59	ow	o w	1
59/61	ow	o w	1
59/63	ow	o w	1
59/65	aow	ao w	1
59/67	ob	o b	1
59/69	ohb	oh b	1
59/71	ob	o b	1
59/73	ab	a b	1
59/75	ob	o b	1
59/77	ab	a b	1
59/79	obb	o bb	1
59/81	ahm	ah m	1
59/83	NA		NA
59/85	ab	a b	1
59/87	aam	aa m	1
59/89	nächten	n ä ch t e n	1
59/91	om	o m	1
59/93	NA		NA
59/95	oab	oa b	1
59/97	om	o m	1
59/99	ohm	oh m	1
59/101	ob	o b	1
59/103	ahm	ah m	1
59/105	uhm	uh m	1
59/107	NA		NA
59/109	om	o m	1
59/111	ob	o b	1
59/113	am	a m	1
59/115	ab	a b	1
59/117	NA		NA
59/119	ob	o b	1
59/121	om	o m	1
59/123	ob	o b	1
59/125	ob	o b	1
59/127	NA		NA
59/129	ob	o b	1
59/131	NA		NA
59/133	ob	o b	1
59/135	ohm	oh m	1
59/137	NA		NA
59/139	ob	o b	1
59/141	ob	o b	1
59/143	ob	o b	1
59/145	ob	o b	1
59/147	ob	o b	1
59/149	ob	o b	1
59/151	ob	o b	1
59/153	ob	o b	1
59/155	ob	o b	1
59/157	NA		NA
59/159	ob	o b	1
59/161	ob	o b	1
59/165	oab	oa b	1
59/169	oob	oo b	1
60/21	off	o ff	1
60/23	of	o f	1
60/25	of	o f	1
60/27	ov	o v	1
60/29	ov	o v	1
60/31	ohf	oh f	1
60/33	ov	o v	1
60/35	NA		NA
60/37	ov	o v	1
60/39	ov	o v	1
60/41	ow	o w	1
60/43	ob	o b	1
60/45	om	o m	1
60/47	ow	o w	1
60/49	ow	o w	1
60/51	ow	o w	1
60/53	ow	o w	1
60/55	ow	o w	1
60/57	ow	o w	1
60/59	ow	o w	1
60/61	ow	o w	1
60/63	ow	o w	1
60/65	oaw	oa w	1
60/67	ob	o b	1
60/69	ob	o b	1
60/71	aobb	ao bb	1
60/73	aab	aa b	1
60/75	ob	o b	1
60/77	ob	o b	1
60/79	NA		NA
60/81	om	o m	1
60/83	NA		NA
60/85	NA		NA
60/87	ohm	oh m	1
60/89	ob	o b	1
60/91	om	o m	1
60/93	ohm	oh m	1
60/95	ohm	oh m	1
60/97	ohm	oh m	1
60/99	ob	o b	1
60/101	ob	o b	1
60/103	ob	o b	1
60/105	ob	o b	1
60/107	nächten	n ä ch t e n	1
60/109	ohm	oh m	1
60/111	om	o m	1
60/113	ohm	oh m	1
60/115	om	o m	1
60/117	ob	o b	1
60/119	oub	ou b	1
60/121	oub	ou b	1
60/123	oub	ou b	1
60/125	ohb	oh b	1
60/127	ub	u b	1
60/129	ob	o b	1
60/131	NA		NA
60/135	ob	o b	1
60/137	ab	a b	1
60/139	ob	o b	1
60/141	ob	o b	1
60/143	NA		NA
60/145	ob	o b	1
60/147	ob	o b	1
60/149	ob	o b	1
60/151	ob	o b	1
60/153	ob	o b	1
60/155	ob	o b	1
60/157	oob	oo b	1
60/159	NA		NA
60/163	ob	o b	1
60/165	ab	a b	1
61/21	ovv	o vv	1
61/23	of	o f	1
61/25	ov	o v	1
61/27	ov	o v	1
61/29	of	o f	1
61/31	ov	o v	1
61/33	of	o f	1
61/35	of	o f	1
61/37	ov	o v	1
61/39	ow	o w	1
61/41	ow	o w	1
61/43	ow	o w	1
61/45	ow	o w	1
61/47	ow	o w	1
61/49	ow	o w	1
61/51	oww	o ww	1
61/53	ow	o w	1
61/55	ow	o w	1
61/57	ouw	ou w	1
61/59	ow	o w	1
61/61	ow	o w	1
61/63	oww	o ww	1
61/65	aww	a ww	1
61/67	ow	o w	1
61/69	ob	o b	1
61/71	aww	a ww	1
61/73	ab	a b	1
61/75	oaw	oa w	1
61/77	ob	o b	1
61/79	ob	o b	1
61/81	ob	o b	1
61/83	NA		NA
61/85	NA		NA
61/87	NA		NA
61/89	ob	o b	1
61/91	om	o m	1
61/93	om	o m	1
61/95	ohm	oh m	1
61/97	ohm	oh m	1
61/99	ob	o b	1
61/101	om	o m	1
61/103	om	o m	1
61/105	NA		NA
61/107	NA		NA
61/109	nachtn	n a ch t n	1
61/111	NA		NA
61/113	om	o m	1
61/115	om	o m	1
61/117	oum	ou m	1
61/119	oub	ou b	1
61/121	oub	ou b	1
61/123	ob	o b	1
61/125	om	o m	1
61/127	oub	ou b	1
61/129	oub	ou b	1
61/131	oub	ou b	1
61/133	NA		NA
61/137	ob	o b	1
61/139	ob	o b	1
61/141	ob	o b	1
61/143	oob	oo b	1
61/145	ob	o b	1
61/147	ob	o b	1
61/149	ob	o b	1
61/151	ob	o b	1
61/153	ob	o b	1
61/155	ob	o b	1
61/157	ob	o b	1
61/159	ob	o b	1
61/161	ob	o b	1
61/165	ob	o b	1
62/21	oev	oe v	1
62/23	of	o f	1
62/25	ov	o v	1
62/27	ov	o v	1
62/29	ov	o v	1
62/31	ov	o v	1
62/33	oov	oo v	1
62/35	ov	o v	1
62/37	ov	o v	1
62/39	ow	o w	1
62/41	ob	o b	1
62/43	aw	a w	1
62/45	ow	o w	1
62/47	ow	o w	1
62/49	ow	o w	1
62/51	ohw	oh w	1
62/53	ow	o w	1
62/55	ow	o w	1
62/57	ow	o w	1
62/59	ouw	ou w	1
62/61	ow	o w	1
62/63	aw	a w	1
62/65	ab	a b	1
62/67	ob	o b	1
62/69	ab	a b	1
62/71	ab	a b	1
62/73	aaw	aa w	1
62/75	noicht	n oi ch t	1
62/77	ob	o b	1
62/79	ahm	ah m	1
62/81	ahm	ah m	1
62/83	oam	oa m	1
62/85	am	a m	1
62/87	am	a m	1
62/89	NA		NA
62/91	om	o m	1
62/93	om	o m	1
62/95	am	a m	1
62/97	am	a m	1
62/99	ohm	oh m	1
62/101	om	o m	1
62/103	ohm	oh m	1
62/105	NA		NA
62/107	um	u m	1
62/109	ob	o b	1
62/111	om	o m	1
62/113	ohm	oh m	1
62/115	NA		NA
62/117	oum	ou m	1
62/119	oum	ou m	1
62/121	oum	ou m	1
62/123	NA		NA
62/125	oub	ou b	1
62/127	NA		NA
62/129	oub	ou b	1
62/131	NA		NA
62/133	ob	o b	1
62/135	ob	o b	1
62/137	ow	o w	1
62/139	ow	o w	1
62/141	om	o m	1
62/143	ob	o b	1
62/145	oob	oo b	1
62/147	ob	o b	1
62/149	ob	o b	1
62/151	ob	o b	1
62/153	aub	au b	1
62/155	ob	o b	1
62/157	ob	o b	1
62/159	ob	o b	1
62/161	ob	o b	1
63/21	ov	o v	1
63/23	ov	o v	1
63/25	of	o f	1
63/27	ov	o v	1
63/29	ov	o v	1
63/31	ov	o v	1
63/33	of	o f	1
63/35	ow	o w	1
63/37	ow	o w	1
63/39	oow	oo w	1
63/41	ow	o w	1
63/43	ow	o w	1
63/45	ob	o b	1
63/47	ow	o w	1
63/49	ow	o w	1
63/51	ow	o w	1
63/53	ow	o w	1
63/55	ow	o w	1
63/57	ow	o w	1
63/59	oww	o ww	1
63/61	ow	o w	1
63/63	ab	a b	1
63/65	ob	o b	1
63/67	ow	o w	1
63/69	aw	a w	1
63/71	NA		NA
63/73	ab	a b	1
63/75	ob	o b	1
63/77	aw	a w	1
63/79	ab	a b	1
63/81	am	a m	1
63/83	ahm	ah m	1
63/85	ob	o b	1
63/87	am	a m	1
63/89	ob	o b	1
63/91	omm	o mm	1
63/93	ohm	oh m	1
63/95	ohm	oh m	1
63/97	ob	o b	1
63/99	ohm	oh m	1
63/101	om	o m	1
63/103	oom	oo m	1
63/105	om	o m	1
63/107	ob	o b	1
63/109	ob	o b	1
63/111	om	o m	1
63/113	om	o m	1
63/115	ob	o b	1
63/117	oub	ou b	1
63/119	oub	ou b	1
63/121	oub	ou b	1
63/123	NA		NA
63/125	um	u m	1
63/127	oub	ou b	1
63/135	om	o m	1
63/137	ow	o w	1
63/139	NA		NA
63/141	NA		NA
63/143	NA		NA
63/145	om	o m	1
63/147	oob	oo b	1
63/149	ob	o b	1
63/151	ohb	oh b	1
63/153	ob	o b	1
63/155	ob	o b	1
63/157	ob	o b	1
63/159	ob	o b	1
63/161	ob	o b	1
63/163	ob	o b	1
63/165	ob	o b	1
64/23	ov	o v	1
64/25	ohf	oh f	1
64/27	ov	o v	1
64/29	ov	o v	1
64/31	ov	o v	1
64/33	of	o f	1
64/35	ow	o w	1
64/37	ow	o w	1
64/39	ow	o w	1
64/41	oaw	oa w	1
64/43	ow	o w	1
64/45	ow	o w	1
64/47	ob	o b	1
64/49	ow	o w	1
64/51	ow	o w	1
64/53	ow	o w	1
64/55	ow	o w	1
64/57	ow	o w	1
64/59	ow	o w	1
64/61	oaw	oa w	1
64/63	aob	ao b	1
64/65	ob	o b	1
64/67	ab	a b	1
64/69	aw	a w	1
64/71	ab	a b	1
64/73	ab	a b	1
64/75	ob	o b	1
64/77	ob	o b	1
64/79	nachte	n a ch t e	1
64/81	ach	a ch	1
64/83	am	a m	1
64/85	NA		NA
64/87	am	a m	1
64/89	am	a m	1
64/91	ob	o b	1
64/93	am	a m	1
64/95	um	u m	1
64/97	aam	aa m	1
64/99	om	o m	1
64/101	ohm	oh m	1
64/103	ohm	oh m	1
64/105	ob	o b	1
64/107	ohm	oh m	1
64/109	om	o m	1
64/111	om	o m	1
64/113	om	o m	1
64/115	NA		NA
64/117	om	o m	1
64/119	oub	ou b	1
64/121	oub	ou b	1
64/123	ob	o b	1
