locations	strins	cognateID	alignments
042/067	fang	1	f a n g
042/069	fang	1	f a n g
042/071	fäng	1	f ä n g
042/073	fäng	1	f ä n g
042/075	fäng	1	f ä n g
042/077	fäng	1	f ä n g
042/079	fäng	1	f ä n g
042/081	fäng	1	f ä n g
042/083	fäng	1	f ä n g
042/085	fäng	1	f ä n g
042/087	fäng	1	f ä n g
042/089	fäng	1	f ä n g
042/091	fäng	1	f ä n g
042/093	fang	1	f a n g
042/095	fäng	1	f ä n g
042/097	fang	1	f a n g
042/099	fang	1	f a n g
042/101	fang	1	f a n g
042/103	fäng	1	f ä n g
042/105	fank	1	f a n k
042/107	fang	1	f a n g
042/109	fang	1	f a n g
042/111	fang	1	f a n g
042/113	fang	1	f a n g
042/115	fang	1	f a n g
042/117	fang	1	f a n g
042/119	fang	1	f a n g
042/121	fang	1	f a n g
042/123	fäng	1	f ä n g
042/125	feng	1	f e n g
042/127	feng	1	f e n g
042/129	fäng	1	f ä n g
042/131	fäng	1	f ä n g
042/133	fäng	1	f ä n g
042/135	fäng	1	f ä n g
042/137	fäng	1	f ä n g
042/139	NA	NA	-
042/141	fäng	1	f ä n g
042/143	fäng	1	f ä n g
042/145	fäng	1	f ä n g
042/147	fäng	1	f ä n g
042/149	fäng	1	f ä n g
042/151	fäng	1	f ä n g
042/157	fäng	1	f ä n g
042/159	fäng	1	f ä n g
042/161	feng	1	f e n g
043/033	fank	1	f a n k
043/035	NA	NA	-
043/037	fäng	1	f ä n g
043/039	fänk	1	f ä n k
043/041	fänk	1	f ä n k
043/043	fänk	1	f ä n k
043/045	fänk	1	f ä n k
043/047	fenk	1	f e n k
043/049	fänk	1	f ä n k
043/051	fenk	1	f e n k
043/053	fäng	1	f ä n g
043/055	fäng	1	f ä n g
043/057	fäng	1	f ä n g
043/059	fäng	1	f ä n g
043/061	feng	1	f e n g
043/063	fang	1	f a n g
043/065	fang	1	f a n g
043/067	fang	1	f a n g
043/069	fang	1	f a n g
043/071	fäng	1	f ä n g
043/073	fäng	1	f ä n g
043/075	fäng	1	f ä n g
043/077	fäng	1	f ä n g
043/079	fäng	1	f ä n g
043/081	fäng	1	f ä n g
043/083	fäng	1	f ä n g
043/085	fang	1	f a n g
043/087	fäng	1	f ä n g
043/089	fäng	1	f ä n g
043/091	fang	1	f a n g
043/093	fang	1	f a n g
043/095	fang	1	f a n g
043/097	fang	1	f a n g
043/099	fang	1	f a n g
043/101	fang	1	f a n g
043/103	fang	1	f a n g
043/105	fang	1	f a n g
043/107	fang	1	f a n g
043/109	fang	1	f a n g
043/111	fang	1	f a n g
043/113	fang	1	f a n g
043/115	fang	1	f a n g
043/117	fang	1	f a n g
043/119	fäng	1	f ä n g
043/121	fäng	1	f ä n g
043/123	fäng	1	f ä n g
043/125	fäng	1	f ä n g
043/127	fäng	1	f ä n g
043/129	fäng	1	f ä n g
043/131	fäng	1	f ä n g
043/133	fäng	1	f ä n g
043/135	NA	NA	-
043/137	fäng	1	f ä n g
043/141	fäng	1	f ä n g
043/143	fäng	1	f ä n g
043/145	fäng	1	f ä n g
043/151	fang	1	f a n g
043/153	fäng	1	f ä n g
043/159	fing	1	f i n g
043/161	fäng	1	f ä n g
044/033	fänk	1	f ä n k
044/035	fänk	1	f ä n k
044/039	fänk	1	f ä n k
044/041	fänk	1	f ä n k
044/043	fäng	1	f ä n g
044/045	fänk	1	f ä n k
044/047	fäng	1	f ä n g
044/049	fänk	1	f ä n k
044/051	fänk	1	f ä n k
044/053	fäng	1	f ä n g
044/055	NA	NA	-
044/057	fäng	1	f ä n g
044/059	fäng	1	f ä n g
044/061	fäng	1	f ä n g
044/063	fang	1	f a n g
044/065	feng	1	f e n g
044/067	fang	1	f a n g
044/069	fang	1	f a n g
044/071	fänk	1	f ä n k
044/073	fäng	1	f ä n g
044/075	fäng	1	f ä n g
044/077	fäng	1	f ä n g
044/079	fäng	1	f ä n g
044/081	fäng	1	f ä n g
044/083	fäng	1	f ä n g
044/085	fäng	1	f ä n g
044/087	fäng	1	f ä n g
044/089	fäng	1	f ä n g
044/091	fang	1	f a n g
044/093	fang	1	f a n g
044/095	fang	1	f a n g
044/097	fang	1	f a n g
044/099	fang	1	f a n g
044/101	fang	1	f a n g
044/103	fang	1	f a n g
044/105	fang	1	f a n g
044/107	fang	1	f a n g
044/109	fank	1	f a n k
044/111	fang	1	f a n g
044/113	fang	1	f a n g
044/115	fang	1	f a n g
044/117	fäng	1	f ä n g
044/119	fäng	1	f ä n g
044/121	feng	1	f e n g
044/123	fäng	1	f ä n g
044/125	fäng	1	f ä n g
044/127	fäng	1	f ä n g
044/129	fäng	1	f ä n g
044/131	fäng	1	f ä n g
044/133	fäng	1	f ä n g
044/135	fäng	1	f ä n g
044/137	fäng	1	f ä n g
044/141	fäng	1	f ä n g
044/143	fäng	1	f ä n g
044/145	fäng	1	f ä n g
044/149	fang	1	f a n g
044/151	fäng	1	f ä n g
044/153	fäng	1	f ä n g
045/033	fänk	1	f ä n k
045/035	fänk	1	f ä n k
045/037	fänk	1	f ä n k
045/039	fänk	1	f ä n k
045/041	fänk	1	f ä n k
045/043	fänk	1	f ä n k
045/045	fänk	1	f ä n k
045/047	fäng	1	f ä n g
045/049	fäng	1	f ä n g
045/051	fäng	1	f ä n g
045/053	fänk	1	f ä n k
045/055	fäng	1	f ä n g
045/057	fäng	1	f ä n g
045/059	fäng	1	f ä n g
045/061	fäng	1	f ä n g
045/063	fäng	1	f ä n g
045/065	fäng	1	f ä n g
045/067	feng	1	f e n g
045/069	fang	1	f a n g
045/071	fänk	1	f ä n k
045/073	fäng	1	f ä n g
045/075	fäng	1	f ä n g
045/077	fäng	1	f ä n g
045/079	NA	NA	-
045/081	feng	1	f e n g
045/083	feng	1	f e n g
045/085	fäng	1	f ä n g
045/087	fang	1	f a n g
045/089	fang	1	f a n g
045/091	fang	1	f a n g
045/093	fang	1	f a n g
045/095	fang	1	f a n g
045/097	fang	1	f a n g
045/099	fang	1	f a n g
045/101	fang	1	f a n g
045/103	fang	1	f a n g
045/105	fang	1	f a n g
045/107	fang	1	f a n g
045/109	fang	1	f a n g
045/111	fang	1	f a n g
045/113	fang	1	f a n g
045/115	fang	1	f a n g
045/117	fäng	1	f ä n g
045/119	fäng	1	f ä n g
045/121	fäng	1	f ä n g
045/123	feng	1	f e n g
045/125	fäng	1	f ä n g
045/127	fäng	1	f ä n g
045/129	fäng	1	f ä n g
045/131	fäng	1	f ä n g
045/133	fäng	1	f ä n g
045/135	fäng	1	f ä n g
045/137	fäng	1	f ä n g
045/139	fäng	1	f ä n g
045/141	fäng	1	f ä n g
045/143	fäng	1	f ä n g
045/145	fäng	1	f ä n g
045/155	fäng	1	f ä n g
046/031	fänk	1	f ä n k
046/033	fänk	1	f ä n k
046/035	fänk	1	f ä n k
046/037	fänk	1	f ä n k
046/039	fänk	1	f ä n k
046/041	fänk	1	f ä n k
046/043	fänk	1	f ä n k
046/045	fänk	1	f ä n k
046/047	feng	1	f e n g
046/049	feng	1	f e n g
046/051	fänk	1	f ä n k
046/053	fäng	1	f ä n g
046/055	fänk	1	f ä n k
046/057	feng	1	f e n g
046/059	fäng	1	f ä n g
046/061	fäng	1	f ä n g
046/063	fäng	1	f ä n g
046/065	fäng	1	f ä n g
046/067	fäng	1	f ä n g
046/069	fang	1	f a n g
046/071	fäng	1	f ä n g
046/073	fänk	1	f ä n k
046/075	fäng	1	f ä n g
046/077	fang	1	f a n g
046/079	feng	1	f e n g
046/081	fäng	1	f ä n g
046/083	fäng	1	f ä n g
046/085	fäng	1	f ä n g
046/087	fäng	1	f ä n g
046/089	fäng	1	f ä n g
046/091	fang	1	f a n g
046/093	fang	1	f a n g
046/095	fang	1	f a n g
046/097	fang	1	f a n g
046/099	fang	1	f a n g
046/101	fang	1	f a n g
046/103	fang	1	f a n g
046/105	fang	1	f a n g
046/107	fang	1	f a n g
046/109	fang	1	f a n g
046/111	fang	1	f a n g
046/113	fang	1	f a n g
046/115	fang	1	f a n g
046/117	NA	NA	-
046/119	fang	1	f a n g
046/121	fäng	1	f ä n g
046/123	fäng	1	f ä n g
046/125	fäng	1	f ä n g
046/127	fäng	1	f ä n g
046/129	fäng	1	f ä n g
046/131	fäng	1	f ä n g
046/133	fäng	1	f ä n g
046/135	fäng	1	f ä n g
046/137	fäng	1	f ä n g
046/139	fäng	1	f ä n g
046/141	fäng	1	f ä n g
046/143	fäng	1	f ä n g
046/155	fäng	1	f ä n g
047/031	fönk	1	f ö n k
047/033	fänk	1	f ä n k
047/035	fänk	1	f ä n k
047/037	fänk	1	f ä n k
047/039	fänk	1	f ä n k
047/041	fänk	1	f ä n k
047/043	fänk	1	f ä n k
047/045	fänk	1	f ä n k
047/047	fänk	1	f ä n k
047/049	fäng	1	f ä n g
047/051	fank	1	f a n k
047/053	fäng	1	f ä n g
047/055	fänk	1	f ä n k
047/057	fäng	1	f ä n g
047/059	fäng	1	f ä n g
047/061	fäng	1	f ä n g
047/063	fäng	1	f ä n g
047/065	fäng	1	f ä n g
047/067	fänk	1	f ä n k
047/069	fäng	1	f ä n g
047/071	fäng	1	f ä n g
047/073	fäng	1	f ä n g
047/075	fäng	1	f ä n g
047/077	fäng	1	f ä n g
047/079	fäng	1	f ä n g
047/081	fäng	1	f ä n g
047/083	fäng	1	f ä n g
047/085	fäng	1	f ä n g
047/087	feng	1	f e n g
047/089	fäng	1	f ä n g
047/091	fäng	1	f ä n g
047/093	fang	1	f a n g
047/095	fang	1	f a n g
047/097	fang	1	f a n g
047/099	fang	1	f a n g
047/101	fang	1	f a n g
047/103	fang	1	f a n g
047/105	fang	1	f a n g
047/107	fang	1	f a n g
047/109	fang	1	f a n g
047/111	fäng	1	f ä n g
047/113	fäng	1	f ä n g
047/115	thut	5	th u t
047/117	fang	1	f a n g
047/119	werd	6	w er d
047/123	fäng	1	f ä n g
047/125	fäng	1	f ä n g
047/127	fäng	1	f ä n g
047/129	fäng	1	f ä n g
047/131	fäng	1	f ä n g
047/133	fäng	1	f ä n g
047/135	fäng	1	f ä n g
047/137	fäng	1	f ä n g
047/139	fäng	1	f ä n g
047/141	fäng	1	f ä n g
047/147	fäng	1	f ä n g
047/149	fäng	1	f ä n g
047/151	fäng	1	f ä n g
047/159	fäng	1	f ä n g
048/021	feng	1	f e n g
048/023	feng	1	f e n g
048/027	kümpt	4	k ü m pt
048/029	fönk	1	f ö n k
048/031	fönk	1	f ö n k
048/033	fäng	1	f ä n g
048/035	fänk	1	f ä n k
048/037	fänk	1	f ä n k
048/039	fänk	1	f ä n k
048/041	fänk	1	f ä n k
048/045	fänk	1	f ä n k
048/047	fänk	1	f ä n k
048/049	fäng	1	f ä n g
048/051	fäng	1	f ä n g
048/053	fäng	1	f ä n g
048/055	feng	1	f e n g
048/057	fäng	1	f ä n g
048/059	feng	1	f e n g
048/061	fäng	1	f ä n g
048/063	feng	1	f e n g
048/065	fang	1	f a n g
048/067	feng	1	f e n g
048/069	feng	1	f e n g
048/071	fäng	1	f ä n g
048/073	fäng	1	f ä n g
048/075	feng	1	f e n g
048/077	fäng	1	f ä n g
048/079	fäng	1	f ä n g
048/081	fäng	1	f ä n g
048/083	feng	1	f e n g
048/085	fäng	1	f ä n g
048/087	NA	NA	-
048/089	feng	1	f e n g
048/091	NA	NA	-
048/093	fang	1	f a n g
048/095	fang	1	f a n g
048/099	fang	1	f a n g
048/101	fang	1	f a n g
048/103	fang	1	f a n g
048/105	fang	1	f a n g
048/107	fäng	1	f ä n g
048/109	fang	1	f a n g
048/111	fäng	1	f ä n g
048/113	fäng	1	f ä n g
048/115	fäng	1	f ä n g
048/119	fäng	1	f ä n g
048/123	fäng	1	f ä n g
048/125	fäng	1	f ä n g
048/127	fäng	1	f ä n g
048/129	fäng	1	f ä n g
048/131	fäng	1	f ä n g
048/133	feng	1	f e n g
048/135	fäng	1	f ä n g
048/137	fäng	1	f ä n g
048/139	fäng	1	f ä n g
048/141	fäng	1	f ä n g
048/143	fäng	1	f ä n g
048/145	feng	1	f e n g
048/147	fäng	1	f ä n g
048/153	fäng	1	f ä n g
048/157	fang	1	f a n g
048/159	fäng	1	f ä n g
049/019	gett	NA	g e tt -
049/021	feng	1	f e n g
049/023	fink	1	f i n k
049/025	kümp	4	k ü m p
049/027	fönk	1	f ö n k
049/029	fönk	1	f ö n k
049/031	fänk	1	f ä n k
049/033	fänk	1	f ä n k
049/035	fänk	1	f ä n k
049/037	fänk	1	f ä n k
049/039	fäng	1	f ä n g
049/041	fänk	1	f ä n k
049/043	fänk	1	f ä n k
049/045	fänk	1	f ä n k
049/047	fänk	1	f ä n k
049/049	fäng	1	f ä n g
049/051	fäng	1	f ä n g
049/053	fäng	1	f ä n g
049/055	fäng	1	f ä n g
049/057	fäng	1	f ä n g
049/059	fäng	1	f ä n g
049/061	fäng	1	f ä n g
049/063	fang	1	f a n g
049/065	fäng	1	f ä n g
049/067	fäng	1	f ä n g
049/069	feng	1	f e n g
049/071	fäng	1	f ä n g
049/073	fäng	1	f ä n g
049/077	feng	1	f e n g
049/079	fengg	1	f e n gg
049/081	fäng	1	f ä n g
049/083	fäng	1	f ä n g
049/085	fäng	1	f ä n g
049/087	NA	NA	-
049/089	feng	1	f e n g
049/091	fäng	1	f ä n g
049/093	fäng	1	f ä n g
049/095	fäng	1	f ä n g
049/097	NA	NA	-
049/099	fäng	1	f ä n g
049/101	fäng	1	f ä n g
049/103	fäng	1	f ä n g
049/105	fäng	1	f ä n g
049/107	fäng	1	f ä n g
049/109	fäng	1	f ä n g
049/111	fäng	1	f ä n g
049/113	fäng	1	f ä n g
049/115	fäng	1	f ä n g
049/117	fang	1	f a n g
049/119	fang	1	f a n g
049/121	fäng	1	f ä n g
049/123	fäng	1	f ä n g
049/125	fäng	1	f ä n g
049/127	fäng	1	f ä n g
049/129	fäng	1	f ä n g
049/131	fäng	1	f ä n g
049/133	fäng	1	f ä n g
049/135	fäng	1	f ä n g
049/137	fäng	1	f ä n g
049/139	fäng	1	f ä n g
049/141	fäng	1	f ä n g
049/143	fäng	1	f ä n g
049/145	fäng	1	f ä n g
049/147	fäng	1	f ä n g
049/151	fäng	1	f ä n g
050/021	fäng	1	f ä n g
050/023	fink	1	f i n k
050/025	feng	1	f e n g
050/027	feng	1	f e n g
050/029	fänk	1	f ä n k
050/031	fänk	1	f ä n k
050/033	fänk	1	f ä n k
050/035	fäng	1	f ä n g
050/037	fänk	1	f ä n k
050/039	fänk	1	f ä n k
050/041	fänk	1	f ä n k
050/043	fänk	1	f ä n k
050/047	fänk	1	f ä n k
050/049	fäng	1	f ä n g
050/051	fäng	1	f ä n g
050/053	fäng	1	f ä n g
050/055	feng	1	f e n g
050/057	fenj	1	f e n j
050/059	fäng	1	f ä n g
050/061	fäng	1	f ä n g
050/063	fäng	1	f ä n g
050/065	fäng	1	f ä n g
050/067	fäng	1	f ä n g
050/069	fäng	1	f ä n g
050/071	fäng	1	f ä n g
050/073	feng	1	f e n g
050/075	fäng	1	f ä n g
050/077	fäng	1	f ä n g
050/079	feng	1	f e n g
050/081	fäng	1	f ä n g
050/083	fäng	1	f ä n g
050/085	fäng	1	f ä n g
050/087	fäng	1	f ä n g
050/089	fang	1	f a n g
050/091	NA	NA	-
050/093	fäng	1	f ä n g
050/095	NA	NA	-
050/097	fäng	1	f ä n g
050/099	fäng	1	f ä n g
050/101	fäng	1	f ä n g
050/103	fäng	1	f ä n g
050/105	fäng	1	f ä n g
050/107	fäng	1	f ä n g
050/109	fäng	1	f ä n g
050/111	fäng	1	f ä n g
050/113	fäng	1	f ä n g
050/115	fäng	1	f ä n g
050/117	fäng	1	f ä n g
050/119	fäng	1	f ä n g
050/121	fang	1	f a n g
050/125	fäng	1	f ä n g
050/127	fäng	1	f ä n g
050/129	fang	1	f a n g
050/131	fang	1	f a n g
050/133	fäng	1	f ä n g
050/135	fäng	1	f ä n g
050/137	fäng	1	f ä n g
050/139	fäng	1	f ä n g
050/141	fäng	1	f ä n g
050/143	fäng	1	f ä n g
050/145	fäng	1	f ä n g
050/147	fäng	1	f ä n g
050/149	fäng	1	f ä n g
050/151	feng	1	f e n g
050/155	NA	NA	-
050/157	fang	1	f a n g
050/159	fäng	1	f ä n g
050/161	fäng	1	f ä n g
051/023	fang	1	f a n g
051/025	feng	1	f e n g
051/027	fänk	1	f ä n k
051/029	fänk	1	f ä n k
051/031	fänk	1	f ä n k
051/033	fänk	1	f ä n k
051/035	fänk	1	f ä n k
051/037	fänk	1	f ä n k
051/039	fänk	1	f ä n k
051/041	fäng	1	f ä n g
051/043	fäng	1	f ä n g
051/045	fäng	1	f ä n g
051/047	fäng	1	f ä n g
051/049	fänj	1	f ä n j
051/051	fäng	1	f ä n g
051/053	fäng	1	f ä n g
051/055	fängg	1	f ä n gg
051/057	fäng	1	f ä n g
051/059	fäng	1	f ä n g
051/061	fäng	1	f ä n g
051/063	fäng	1	f ä n g
051/065	fäng	1	f ä n g
051/067	fäng	1	f ä n g
051/069	fäng	1	f ä n g
051/071	fäng	1	f ä n g
051/073	fäng	1	f ä n g
051/075	fäng	1	f ä n g
051/077	fäng	1	f ä n g
051/079	fäng	1	f ä n g
051/081	fäng	1	f ä n g
051/083	feng	1	f e n g
051/085	feng	1	f e n g
051/087	fengg	1	f e n gg
051/089	NA	NA	-
051/091	fang	1	f a n g
051/093	fäng	1	f ä n g
051/095	NA	NA	-
051/097	fäng	1	f ä n g
051/099	fäng	1	f ä n g
051/101	fäng	1	f ä n g
051/103	fäng	1	f ä n g
051/105	fäng	1	f ä n g
051/107	fäng	1	f ä n g
051/109	fäng	1	f ä n g
051/111	fäng	1	f ä n g
051/113	fäng	1	f ä n g
051/115	fäng	1	f ä n g
051/117	fäng	1	f ä n g
051/119	fäng	1	f ä n g
051/121	fäng	1	f ä n g
051/123	thut	5	th u t
051/125	fäng	1	f ä n g
051/127	fäng	1	f ä n g
051/129	fäng	1	f ä n g
051/131	fäng	1	f ä n g
051/133	fäng	1	f ä n g
051/135	fäng	1	f ä n g
051/137	fäng	1	f ä n g
051/139	fäng	1	f ä n g
051/141	fäng	1	f ä n g
051/143	fäng	1	f ä n g
051/145	fäng	1	f ä n g
051/147	fäng	1	f ä n g
051/149	fäng	1	f ä n g
051/151	fäng	1	f ä n g
051/153	fäng	1	f ä n g
051/155	fäng	1	f ä n g
051/157	fäng	1	f ä n g
052/023	geht	NA	g eh t -
052/025	weng	6	w e ng
052/027	fäng	1	f ä n g
052/029	fänk	1	f ä n k
052/031	fäng	1	f ä n g
052/033	fäng	1	f ä n g
052/035	fänk	1	f ä n k
052/037	fänk	1	f ä n k
052/039	fänk	1	f ä n k
052/041	fäng	1	f ä n g
052/043	feng	1	f e n g
052/045	fäng	1	f ä n g
052/047	fänn	1	f ä nn -
052/049	fänn	1	f ä nn -
052/051	fänn	1	f ä nn -
052/053	fän	1	f ä n -
052/057	fännk	1	f ä nn k
052/059	fäng	1	f ä n g
052/061	fäng	1	f ä n g
052/063	fäng	1	f ä n g
052/065	fäng	1	f ä n g
052/067	fäng	1	f ä n g
052/069	feng	1	f e n g
052/071	fing	1	f i n g
052/073	feng	1	f e n g
052/075	fäng	1	f ä n g
052/077	fäng	1	f ä n g
052/079	fäng	1	f ä n g
052/081	feng	1	f e n g
052/083	fäng	1	f ä n g
052/085	feng	1	f e n g
052/087	feng	1	f e n g
052/089	feng	1	f e n g
052/091	fäng	1	f ä n g
052/093	fäng	1	f ä n g
052/095	feng	1	f e n g
052/097	fäng	1	f ä n g
052/099	fäng	1	f ä n g
052/101	fäng	1	f ä n g
052/103	fäng	1	f ä n g
052/105	fäng	1	f ä n g
052/107	fäng	1	f ä n g
052/109	fäng	1	f ä n g
052/111	thut	5	th u t
052/113	fäng	1	f ä n g
052/115	fäng	1	f ä n g
052/117	fäng	1	f ä n g
052/121	fäng	1	f ä n g
052/123	fäng	1	f ä n g
052/125	fäng	1	f ä n g
052/127	fäng	1	f ä n g
052/129	fäng	1	f ä n g
052/131	fäng	1	f ä n g
052/133	fäng	1	f ä n g
052/135	fäng	1	f ä n g
052/137	feng	1	f e n g
052/139	fäng	1	f ä n g
052/141	fäng	1	f ä n g
052/143	feng	1	f e n g
052/145	fäng	1	f ä n g
052/147	fäng	1	f ä n g
052/149	fäng	1	f ä n g
052/151	fäng	1	f ä n g
052/153	fäng	1	f ä n g
052/155	feng	1	f e n g
052/157	fäng	1	f ä n g
052/159	fäng	1	f ä n g
053/023	feng	1	f e n g
053/025	begennt	2	b e g e nn t - -
053/027	fenk	1	f e n k
053/029	fänk	1	f ä n k
053/031	fänk	1	f ä n k
053/033	fänk	1	f ä n k
053/035	fäng	1	f ä n g
053/037	fäng	1	f ä n g
053/039	fänk	1	f ä n k
053/041	fäng	1	f ä n g
053/043	fäng	1	f ä n g
053/045	fänn	1	f ä nn -
053/047	fäng	1	f ä n g
053/049	fäng	1	f ä n g
053/051	fäng	1	f ä n g
053/053	fäng	1	f ä n g
053/055	fäng	1	f ä n g
053/057	fäng	1	f ä n g
053/059	fäng	1	f ä n g
053/061	fäng	1	f ä n g
053/063	feng	1	f e n g
053/065	feng	1	f e n g
053/067	fäng	1	f ä n g
053/069	fäng	1	f ä n g
053/071	fäng	1	f ä n g
053/073	fäng	1	f ä n g
053/075	fäng	1	f ä n g
053/077	fäng	1	f ä n g
053/079	feng	1	f e n g
053/081	feng	1	f e n g
053/083	feng	1	f e n g
053/085	feng	1	f e n g
053/087	fang	1	f a n g
053/089	feng	1	f e n g
053/091	fäng	1	f ä n g
053/093	feng	1	f e n g
053/095	fäng	1	f ä n g
053/097	fang	1	f a n g
053/099	fäng	1	f ä n g
053/101	fang	1	f a n g
053/103	fäng	1	f ä n g
053/105	fäng	1	f ä n g
053/107	fäng	1	f ä n g
053/109	fäng	1	f ä n g
053/111	fäng	1	f ä n g
053/113	fäng	1	f ä n g
053/115	fäng	1	f ä n g
053/121	fäng	1	f ä n g
053/123	fäng	1	f ä n g
053/125	fäng	1	f ä n g
053/127	fäng	1	f ä n g
053/129	fäng	1	f ä n g
053/131	fäng	1	f ä n g
053/133	fäng	1	f ä n g
053/135	fäng	1	f ä n g
053/137	fäng	1	f ä n g
053/139	fäng	1	f ä n g
053/141	fäng	1	f ä n g
053/143	fäng	1	f ä n g
053/145	fäng	1	f ä n g
053/147	fäng	1	f ä n g
053/149	fäng	1	f ä n g
053/151	fäng	1	f ä n g
053/153	fäng	1	f ä n g
053/155	fäng	1	f ä n g
053/157	fäng	1	f ä n g
054/023	fäng	1	f ä n g
054/025	veng	1	v e n g
054/027	feng	1	f e n g
054/029	fäng	1	f ä n g
054/031	fäng	1	f ä n g
054/033	fäng	1	f ä n g
054/035	fäng	1	f ä n g
054/037	fäng	1	f ä n g
054/039	fäng	1	f ä n g
054/041	fäng	1	f ä n g
054/043	fänn	1	f ä nn -
054/045	fäng	1	f ä n g
054/047	fäng	1	f ä n g
054/049	fänj	1	f ä n j
054/051	fäng	1	f ä n g
054/053	fäng	1	f ä n g
054/055	fäng	1	f ä n g
054/057	fäng	1	f ä n g
054/059	fäng	1	f ä n g
054/061	fäng	1	f ä n g
054/063	fäng	1	f ä n g
054/065	fäng	1	f ä n g
054/067	fäng	1	f ä n g
054/069	fäng	1	f ä n g
054/071	fäng	1	f ä n g
054/073	fäng	1	f ä n g
054/075	fäng	1	f ä n g
054/077	fäng	1	f ä n g
054/079	fäng	1	f ä n g
054/081	fäng	1	f ä n g
054/083	feng	1	f e n g
054/085	feng	1	f e n g
054/087	feng	1	f e n g
054/089	feng	1	f e n g
054/091	feng	1	f e n g
054/093	feng	1	f e n g
054/095	fäng	1	f ä n g
054/097	fäng	1	f ä n g
054/099	NA	NA	-
054/101	fäng	1	f ä n g
054/103	NA	NA	-
054/105	feng	1	f e n g
054/107	fäng	1	f ä n g
054/109	fäng	1	f ä n g
054/111	fäng	1	f ä n g
054/113	fäng	1	f ä n g
054/115	fäng	1	f ä n g
054/117	fäng	1	f ä n g
054/119	fäng	1	f ä n g
054/121	fäng	1	f ä n g
054/123	fäng	1	f ä n g
054/125	fäng	1	f ä n g
054/127	fäng	1	f ä n g
054/131	fäng	1	f ä n g
054/133	fäng	1	f ä n g
054/135	fäng	1	f ä n g
054/137	fäng	1	f ä n g
054/139	fäng	1	f ä n g
054/141	fäng	1	f ä n g
054/143	fäng	1	f ä n g
054/145	fäng	1	f ä n g
054/147	fäng	1	f ä n g
054/149	fäng	1	f ä n g
054/151	fäng	1	f ä n g
054/153	fäng	1	f ä n g
054/155	fäng	1	f ä n g
054/157	fäng	1	f ä n g
054/159	NA	NA	-
054/161	fäng	1	f ä n g
054/163	fäng	1	f ä n g
055/023	fäng	1	f ä n g
055/025	fängk	1	f ä n gk
055/027	fäng	1	f ä n g
055/029	fäng	1	f ä n g
055/031	fäng	1	f ä n g
055/033	fäng	1	f ä n g
055/035	fäng	1	f ä n g
055/037	fäng	1	f ä n g
055/039	fäng	1	f ä n g
055/041	fäng	1	f ä n g
055/043	fäng	1	f ä n g
055/045	fän	1	f ä n -
055/047	fäng	1	f ä n g
055/049	fäng	1	f ä n g
055/051	fäng	1	f ä n g
055/053	fäng	1	f ä n g
055/055	fäng	1	f ä n g
055/057	feng	1	f e n g
055/059	fäng	1	f ä n g
055/061	fäng	1	f ä n g
055/063	fing	1	f i n g
055/065	feng	1	f e n g
055/067	fäng	1	f ä n g
055/069	fäng	1	f ä n g
055/071	fäng	1	f ä n g
055/073	fäng	1	f ä n g
055/075	fäng	1	f ä n g
055/077	fäng	1	f ä n g
055/079	NA	NA	-
055/081	fäng	1	f ä n g
055/083	fäng	1	f ä n g
055/085	fäng	1	f ä n g
055/087	kimmt	4	k i mm t
055/089	fäng	1	f ä n g
055/091	fäng	1	f ä n g
055/093	fäng	1	f ä n g
055/095	fang	1	f a n g
055/097	feng	1	f e n g
055/099	fäng	1	f ä n g
055/101	fäng	1	f ä n g
055/103	fäng	1	f ä n g
055/105	fäng	1	f ä n g
055/107	fäng	1	f ä n g
055/109	fäng	1	f ä n g
055/111	fäng	1	f ä n g
055/113	fäng	1	f ä n g
055/115	fäng	1	f ä n g
055/117	fäng	1	f ä n g
055/119	fäng	1	f ä n g
055/123	fäng	1	f ä n g
055/125	fäng	1	f ä n g
055/127	fäng	1	f ä n g
055/131	fäng	1	f ä n g
055/133	fäng	1	f ä n g
055/135	fäng	1	f ä n g
055/137	fäng	1	f ä n g
055/139	fäng	1	f ä n g
055/141	fäng	1	f ä n g
055/143	fäng	1	f ä n g
055/145	fäng	1	f ä n g
055/147	fäng	1	f ä n g
055/149	fäng	1	f ä n g
055/151	fäng	1	f ä n g
055/153	fäng	1	f ä n g
055/155	fäng	1	f ä n g
055/157	fäng	1	f ä n g
055/159	fäng	1	f ä n g
055/161	fäng	1	f ä n g
056/021	NA	NA	-
056/023	fäng	1	f ä n g
056/025	fäng	1	f ä n g
056/027	fänk	1	f ä n k
056/029	fäng	1	f ä n g
056/031	fäng	1	f ä n g
056/033	fäng	1	f ä n g
056/035	fäng	1	f ä n g
056/037	kümt	4	k ü m t
056/039	fäng	1	f ä n g
056/041	fäng	1	f ä n g
056/043	fäng	1	f ä n g
056/045	fäng	1	f ä n g
056/047	fäng	1	f ä n g
056/049	fänn	1	f ä nn -
056/051	fäng	1	f ä n g
056/053	fäng	1	f ä n g
056/055	fang	1	f a n g
056/057	fäng	1	f ä n g
056/059	feng	1	f e n g
056/061	fäng	1	f ä n g
056/063	feng	1	f e n g
056/065	fäng	1	f ä n g
056/067	feng	1	f e n g
056/069	fäng	1	f ä n g
056/071	fäng	1	f ä n g
056/073	fäng	1	f ä n g
056/075	fäng	1	f ä n g
056/077	fang	1	f a n g
056/079	fänk	1	f ä n k
056/081	fäng	1	f ä n g
